index	name	value	reduced_cost
107	x_B,R,N,H,C,L,4	30.57	0.0
109	x_B,R,N,H,A,M,1	55.29	0.0
112	x_B,R,N,H,A,M,4	1.71	0.0
114	x_B,R,N,H,L,M,1	112.1	0.0
117	x_B,R,N,H,L,M,4	5.9	0.0
119	x_B,R,N,C,P,M,1	428.74	0.0
122	x_B,R,N,C,P,M,4	13.26	0.0
124	x_B,R,N,C,P,L,1	811.89	0.0
127	x_B,R,N,C,P,L,4	25.11	0.0
129	x_B,R,N,C,D,M,1	365.69	0.0
132	x_B,R,N,C,D,M,4	11.31	0.0
134	x_B,R,N,C,D,L,1	525.74	0.0
137	x_B,R,N,C,D,L,4	16.26	0.0
139	x_B,R,N,C,W,S,1	158.11	0.0
142	x_B,R,N,C,W,S,4	4.89	0.0
144	x_B,R,N,C,W,P,1	252.2	0.0
147	x_B,R,N,C,W,P,4	7.8	0.0
149	x_B,R,N,C,W,M,1	1697.5	0.0
152	x_B,R,N,C,W,M,4	52.5	0.0
154	x_B,R,N,C,W,L,1	2983.72	0.0
157	x_B,R,N,C,W,L,4	92.28	0.0
159	x_B,R,N,C,C,S,1	100.88	0.0
162	x_B,R,N,C,C,S,4	3.12	0.0
164	x_B,R,N,C,C,P,1	188.18	0.0
167	x_B,R,N,C,C,P,4	5.82	0.0
169	x_B,R,N,C,C,M,1	957.39	0.0
172	x_B,R,N,C,C,M,4	29.61	0.0
174	x_B,R,N,C,C,L,1	4560.94	0.0
177	x_B,R,N,C,C,L,4	141.06	0.0
178	x_B,R,N,C,I,M,0	76.63	0.0
182	x_B,R,N,C,I,M,4	2.37	0.0
183	x_B,R,N,C,I,L,0	231.83	0.0
187	x_B,R,N,C,I,L,4	7.17	0.0
188	x_B,R,N,C,A,M,0	109.61	0.0
192	x_B,R,N,C,A,M,4	3.39	0.0
193	x_B,R,N,C,A,L,0	132.89	0.0
197	x_B,R,N,C,A,L,4	4.11	0.0
198	x_B,R,N,C,L,M,0	152.95	0.0
202	x_B,R,N,C,L,M,4	8.05	0.0
203	x_B,R,N,C,L,L,0	133.0	0.0
207	x_B,R,N,C,L,L,4	7.0	0.0
209	x_B,R,N,R,P,M,1	131.92	0.0
212	x_B,R,N,R,P,M,4	4.08	0.0
214	x_B,R,N,R,P,L,1	65.96	0.0
217	x_B,R,N,R,P,L,4	2.04	0.0
219	x_B,R,N,R,D,M,1	116.4	0.0
222	x_B,R,N,R,D,M,4	3.6	0.0
224	x_B,R,N,R,D,L,1	304.58	0.0
227	x_B,R,N,R,D,L,4	9.42	0.0
229	x_B,R,N,R,W,S,1	59.17	0.0
232	x_B,R,N,R,W,S,4	1.83	0.0
234	x_B,R,N,R,W,P,1	124.16	0.0
237	x_B,R,N,R,W,P,4	3.84	0.0
239	x_B,R,N,R,W,M,1	587.82	0.0
242	x_B,R,N,R,W,M,4	18.18	0.0
244	x_B,R,N,R,W,L,1	1871.13	0.0
247	x_B,R,N,R,W,L,4	57.87	0.0
249	x_B,R,N,R,C,P,1	107.67	0.0
252	x_B,R,N,R,C,P,4	3.33	0.0
253	x_B,R,N,R,C,M,0	737.2	0.0
257	x_B,R,N,R,C,M,4	22.8	0.0
259	x_B,R,N,R,C,L,1	2309.57	0.0
262	x_B,R,N,R,C,L,4	71.43	0.0
264	x_B,R,N,R,A,L,1	76.63	0.0
267	x_B,R,N,R,A,L,4	2.37	0.0
269	x_B,R,N,R,L,L,1	53.2	0.0
272	x_B,R,N,R,L,L,4	2.8	0.0
274	x_B,R,O,L,C,L,1	63.05	0.0
277	x_B,R,O,L,C,L,4	1.95	0.0
279	x_B,R,O,H,C,L,1	162.96	0.0
282	x_B,R,O,H,C,L,4	5.04	0.0
284	x_B,R,O,C,P,L,1	80.51	0.0
287	x_B,R,O,C,P,L,4	2.49	0.0
289	x_B,R,O,C,D,L,1	124.16	0.0
292	x_B,R,O,C,D,L,4	3.84	0.0
294	x_B,R,O,C,W,M,1	64.02	0.0
297	x_B,R,O,C,W,M,4	1.98	0.0
299	x_B,R,O,C,W,L,1	324.95	0.0
302	x_B,R,O,C,W,L,4	10.05	0.0
303	x_B,R,O,C,C,S,0	75.66	0.0
307	x_B,R,O,C,C,S,4	2.34	0.0
308	x_B,R,O,C,C,M,0	49.47	0.0
312	x_B,R,O,C,C,M,4	1.53	0.0
314	x_B,R,O,C,C,L,1	301.67	0.0
317	x_B,R,O,C,C,L,4	9.33	0.0
319	x_B,R,O,R,P,L,1	79.54	0.0
322	x_B,R,O,R,P,L,4	2.46	0.0
324	x_B,R,O,R,D,L,1	240.56	0.0
327	x_B,R,O,R,D,L,4	7.44	0.0
329	x_B,R,O,R,W,S,1	58.2	0.0
332	x_B,R,O,R,W,S,4	1.8	0.0
334	x_B,R,O,R,W,P,1	61.11	0.0
337	x_B,R,O,R,W,P,4	1.89	0.0
339	x_B,R,O,R,W,M,1	238.62	0.0
342	x_B,R,O,R,W,M,4	7.38	0.0
344	x_B,R,O,R,W,L,1	1229.96	0.0
347	x_B,R,O,R,W,L,4	38.04	0.0
349	x_B,R,O,R,C,S,1	56.26	0.0
352	x_B,R,O,R,C,S,4	1.74	0.0
354	x_B,R,O,R,C,P,1	67.9	0.0
357	x_B,R,O,R,C,P,4	2.1	0.0
359	x_B,R,O,R,C,M,1	349.2	0.0
362	x_B,R,O,R,C,M,4	10.8	0.0
364	x_B,R,O,R,C,L,1	1562.67	0.0
367	x_B,R,O,R,C,L,4	48.33	0.0
369	x_B,R,P,L,W,S,1	134.83	0.0
372	x_B,R,P,L,W,S,4	4.17	0.0
374	x_B,R,P,L,W,P,1	82.45	0.0
377	x_B,R,P,L,W,P,4	2.55	0.0
379	x_B,R,P,L,W,M,1	65.96	0.0
382	x_B,R,P,L,W,M,4	2.04	0.0
383	x_B,R,P,L,W,L,0	411.28	0.0
387	x_B,R,P,L,W,L,4	12.72	0.0
389	x_B,R,P,L,C,S,1	150.35	0.0
392	x_B,R,P,L,C,S,4	4.65	0.0
393	x_B,R,P,L,C,P,0	51.41	0.0
397	x_B,R,P,L,C,P,4	1.59	0.0
398	x_B,R,P,L,C,M,0	82.45	0.0
402	x_B,R,P,L,C,M,4	2.55	0.0
404	x_B,R,P,L,C,L,1	456.87	0.0
407	x_B,R,P,L,C,L,4	14.13	0.0
408	x_B,R,P,L,I,L,0	69.84	0.0
412	x_B,R,P,L,I,L,4	2.16	0.0
413	x_B,R,P,L,A,M,0	74.69	0.0
417	x_B,R,P,L,A,M,4	2.31	0.0
418	x_B,R,P,L,A,L,0	82.45	0.0
422	x_B,R,P,L,A,L,4	2.55	0.0
424	x_B,R,P,H,W,P,1	73.72	0.0
427	x_B,R,P,H,W,P,4	2.28	0.0
429	x_B,R,P,H,W,M,1	196.91	0.0
432	x_B,R,P,H,W,M,4	6.09	0.0
434	x_B,R,P,H,W,L,1	314.28	0.0
437	x_B,R,P,H,W,L,4	9.72	0.0
439	x_B,R,P,H,C,M,1	323.01	0.0
442	x_B,R,P,H,C,M,4	9.99	0.0
444	x_B,R,P,H,C,L,1	624.68	0.0
447	x_B,R,P,H,C,L,4	19.32	0.0
448	x_B,R,P,H,L,L,0	75.05	0.0
452	x_B,R,P,H,L,L,4	3.95	0.0
454	x_B,R,P,C,P,S,1	51.41	0.0
457	x_B,R,P,C,P,S,4	1.59	0.0
459	x_B,R,P,C,P,L,1	284.21	0.0
462	x_B,R,P,C,P,L,4	8.79	0.0
464	x_B,R,P,C,D,S,1	64.99	0.0
467	x_B,R,P,C,D,S,4	2.01	0.0
469	x_B,R,P,C,D,L,1	210.49	0.0
472	x_B,R,P,C,D,L,4	6.51	0.0
474	x_B,R,P,C,W,S,1	450.08	0.0
477	x_B,R,P,C,W,S,4	13.92	0.0
479	x_B,R,P,C,W,P,1	268.69	0.0
482	x_B,R,P,C,W,P,4	8.31	0.0
484	x_B,R,P,C,W,M,1	155.2	0.0
487	x_B,R,P,C,W,M,4	4.8	0.0
489	x_B,R,P,C,W,L,1	1131.99	0.0
492	x_B,R,P,C,W,L,4	35.01	0.0
494	x_B,R,P,C,C,S,1	380.24	0.0
497	x_B,R,P,C,C,S,4	11.76	0.0
499	x_B,R,P,C,C,P,1	62.08	0.0
502	x_B,R,P,C,C,P,4	1.92	0.0
504	x_B,R,P,C,C,M,1	212.43	0.0
507	x_B,R,P,C,C,M,4	6.57	0.0
509	x_B,R,P,C,C,L,1	1024.32	0.0
512	x_B,R,P,C,C,L,4	31.68	0.0
514	x_B,R,P,C,I,S,1	59.17	0.0
517	x_B,R,P,C,I,S,4	1.83	0.0
519	x_B,R,P,C,I,L,1	161.99	0.0
522	x_B,R,P,C,I,L,4	5.01	0.0
524	x_B,R,P,C,A,S,1	74.69	0.0
527	x_B,R,P,C,A,S,4	2.31	0.0
529	x_B,R,P,C,A,L,1	83.42	0.0
532	x_B,R,P,C,A,L,4	2.58	0.0
534	x_B,R,P,R,P,S,1	55.29	0.0
537	x_B,R,P,R,P,S,4	1.71	0.0
539	x_B,R,P,R,P,M,1	157.14	0.0
542	x_B,R,P,R,P,M,4	4.86	0.0
544	x_B,R,P,R,P,L,1	466.57	0.0
547	x_B,R,P,R,P,L,4	14.43	0.0
549	x_B,R,P,R,D,S,1	268.69	0.0
552	x_B,R,P,R,D,S,4	8.31	0.0
554	x_B,R,P,R,D,M,1	333.68	0.0
557	x_B,R,P,R,D,M,4	10.32	0.0
559	x_B,R,P,R,D,L,1	1152.36	0.0
562	x_B,R,P,R,D,L,4	35.64	0.0
564	x_B,R,P,R,W,S,1	537.38	0.0
567	x_B,R,P,R,W,S,4	16.62	0.0
569	x_B,R,P,R,W,P,1	361.81	0.0
572	x_B,R,P,R,W,P,4	11.19	0.0
574	x_B,R,P,R,W,M,1	1690.71	0.0
577	x_B,R,P,R,W,M,4	52.29	0.0
579	x_B,R,P,R,W,L,1	5118.69	0.0
582	x_B,R,P,R,W,L,4	158.31	0.0
583	x_B,R,P,R,C,S,0	387.03	0.0
587	x_B,R,P,R,C,S,4	11.97	0.0
589	x_B,R,P,R,C,P,1	382.18	0.0
592	x_B,R,P,R,C,P,4	11.82	0.0
593	x_B,R,P,R,C,M,0	2529.76	0.0
597	x_B,R,P,R,C,M,4	78.24	0.0
599	x_B,R,P,R,C,L,1	7360.36	0.0
602	x_B,R,P,R,C,L,4	227.64	0.0
604	x_B,R,P,R,I,P,1	53.35	0.0
607	x_B,R,P,R,I,P,4	1.65	0.0
609	x_B,R,P,R,I,L,1	89.24	0.0
612	x_B,R,P,R,I,L,4	2.76	0.0
614	x_B,R,P,R,A,L,1	50.44	0.0
617	x_B,R,P,R,A,L,4	1.56	0.0
618	x_B,R,P,R,L,L,0	76.95	0.0
622	x_B,R,P,R,L,L,4	4.05	0.0
624	x_B,N,N,L,P,L,1	89.24	0.0
627	x_B,N,N,L,P,L,4	2.76	0.0
629	x_B,N,N,L,D,L,1	56.26	0.0
632	x_B,N,N,L,D,L,4	1.74	0.0
634	x_B,N,N,L,W,S,1	72.75	0.0
637	x_B,N,N,L,W,S,4	2.25	0.0
639	x_B,N,N,L,W,P,1	62.08	0.0
642	x_B,N,N,L,W,P,4	1.92	0.0
644	x_B,N,N,L,W,M,1	326.89	0.0
647	x_B,N,N,L,W,M,4	10.11	0.0
649	x_B,N,N,L,W,L,1	1109.68	0.0
652	x_B,N,N,L,W,L,4	34.32	0.0
653	x_B,N,N,L,C,S,0	97.0	0.0
657	x_B,N,N,L,C,S,4	3.0	0.0
658	x_B,N,N,L,C,M,0	384.12	0.0
662	x_B,N,N,L,C,M,4	11.88	0.0
663	x_B,N,N,L,C,L,0	1354.12	0.0
667	x_B,N,N,L,C,L,4	41.88	0.0
668	x_B,N,N,L,I,S,0	135.8	0.0
672	x_B,N,N,L,I,S,4	4.2	0.0
673	x_B,N,N,L,I,M,0	210.49	0.0
677	x_B,N,N,L,I,M,4	6.51	0.0
678	x_B,N,N,L,I,L,0	234.74	0.0
682	x_B,N,N,L,I,L,4	7.26	0.0
683	x_B,N,N,L,A,S,0	83.42	0.0
687	x_B,N,N,L,A,S,4	2.58	0.0
688	x_B,N,N,L,A,M,0	152.29	0.0
692	x_B,N,N,L,A,M,4	4.71	0.0
693	x_B,N,N,L,A,L,0	366.66	0.0
697	x_B,N,N,L,A,L,4	11.34	0.0
698	x_B,N,N,L,L,M,0	71.25	0.0
702	x_B,N,N,L,L,M,4	3.75	0.0
703	x_B,N,N,H,C,L,0	68.87	0.0
707	x_B,N,N,H,C,L,4	2.13	0.0
709	x_B,N,N,C,P,M,1	881.73	0.0
712	x_B,N,N,C,P,M,4	27.27	0.0
714	x_B,N,N,C,P,L,1	1229.96	0.0
717	x_B,N,N,C,P,L,4	38.04	0.0
719	x_B,N,N,C,D,S,1	81.48	0.0
722	x_B,N,N,C,D,S,4	2.52	0.0
724	x_B,N,N,C,D,M,1	523.8	0.0
727	x_B,N,N,C,D,M,4	16.2	0.0
729	x_B,N,N,C,D,L,1	1673.25	0.0
732	x_B,N,N,C,D,L,4	51.75	0.0
734	x_B,N,N,C,W,S,1	103.79	0.0
737	x_B,N,N,C,W,S,4	3.21	0.0
740	x_B,N,N,C,W,P,2	300.7	0.0
742	x_B,N,N,C,W,P,4	9.3	0.0
745	x_B,N,N,C,W,M,2	1614.08	0.0
747	x_B,N,N,C,W,M,4	49.92	0.0
748	x_B,N,N,C,W,L,0	4170.03	0.0
752	x_B,N,N,C,W,L,4	128.97	0.0
753	x_B,N,N,C,C,S,0	94.09	0.0
757	x_B,N,N,C,C,S,4	2.91	0.0
761	x_B,N,N,C,C,P,3	631.47	0.0
762	x_B,N,N,C,C,P,4	19.53	0.0
765	x_B,N,N,C,C,M,2	1312.41	0.0
767	x_B,N,N,C,C,M,4	40.59	0.0
771	x_B,N,N,C,C,L,3	3997.37	0.0
772	x_B,N,N,C,C,L,4	123.63	0.0
773	x_B,N,N,C,I,M,0	59.17	0.0
777	x_B,N,N,C,I,M,4	1.83	0.0
779	x_B,N,N,C,I,L,1	239.59	0.0
782	x_B,N,N,C,I,L,4	7.41	0.0
783	x_B,N,N,C,A,P,0	62.08	0.0
787	x_B,N,N,C,A,P,4	1.92	0.0
788	x_B,N,N,C,A,M,0	61.11	0.0
792	x_B,N,N,C,A,M,4	1.89	0.0
794	x_B,N,N,C,A,L,1	324.95	0.0
797	x_B,N,N,C,A,L,4	10.05	0.0
798	x_B,N,N,C,L,M,0	87.4	0.0
802	x_B,N,N,C,L,M,4	4.6	0.0
803	x_B,N,N,C,L,L,0	171.95	0.0
807	x_B,N,N,C,L,L,4	9.05	0.0
811	x_B,N,N,R,P,L,3	112.52	0.0
812	x_B,N,N,R,P,L,4	3.48	0.0
815	x_B,N,N,R,D,L,2	74.69	0.0
817	x_B,N,N,R,D,L,4	2.31	0.0
821	x_B,N,N,R,W,P,3	65.96	0.0
822	x_B,N,N,R,W,P,4	2.04	0.0
825	x_B,N,N,R,W,M,2	282.27	0.0
827	x_B,N,N,R,W,M,4	8.73	0.0
830	x_B,N,N,R,W,L,2	914.71	0.0
832	x_B,N,N,R,W,L,4	28.29	0.0
834	x_B,N,N,R,C,M,1	344.35	0.0
837	x_B,N,N,R,C,M,4	10.65	0.0
839	x_B,N,N,R,C,L,1	1655.79	0.0
842	x_B,N,N,R,C,L,4	51.21	0.0
844	x_B,N,O,H,W,L,1	278.39	0.0
847	x_B,N,O,H,W,L,4	8.61	0.0
848	x_B,N,O,H,C,M,0	129.01	0.0
852	x_B,N,O,H,C,M,4	3.99	0.0
853	x_B,N,O,H,C,L,0	654.75	0.0
857	x_B,N,O,H,C,L,4	20.25	0.0
861	x_B,N,O,R,P,L,3	123.19	0.0
862	x_B,N,O,R,P,L,4	3.81	0.0
866	x_B,N,O,R,D,M,3	87.3	0.0
867	x_B,N,O,R,D,M,4	2.7	0.0
870	x_B,N,O,R,D,L,2	165.87	0.0
872	x_B,N,O,R,D,L,4	5.13	0.0
875	x_B,N,O,R,W,P,2	67.9	0.0
877	x_B,N,O,R,W,P,4	2.1	0.0
881	x_B,N,O,R,W,M,3	157.14	0.0
882	x_B,N,O,R,W,M,4	4.86	0.0
883	x_B,N,O,R,W,L,0	1297.86	0.0
887	x_B,N,O,R,W,L,4	40.14	0.0
888	x_B,N,O,R,C,M,0	373.45	0.0
892	x_B,N,O,R,C,M,4	11.55	0.0
896	x_B,N,O,R,C,L,3	2328.97	0.0
897	x_B,N,O,R,C,L,4	72.03	0.0
898	x_B,N,P,H,W,M,0	87.3	0.0
902	x_B,N,P,H,W,M,4	2.7	0.0
903	x_B,N,P,H,W,L,0	237.65	0.0
907	x_B,N,P,H,W,L,4	7.35	0.0
908	x_B,N,P,H,C,P,0	54.32	0.0
912	x_B,N,P,H,C,P,4	1.68	0.0
913	x_B,N,P,H,C,M,0	130.95	0.0
917	x_B,N,P,H,C,M,4	4.05	0.0
918	x_B,N,P,H,C,L,0	463.66	0.0
922	x_B,N,P,H,C,L,4	14.34	0.0
926	x_B,N,P,C,C,L,3	75.66	0.0
927	x_B,N,P,C,C,L,4	2.34	0.0
930	x_B,N,P,R,P,L,2	74.69	0.0
932	x_B,N,P,R,P,L,4	2.31	0.0
934	x_B,N,P,R,D,L,1	63.05	0.0
937	x_B,N,P,R,D,L,4	1.95	0.0
940	x_B,N,P,R,W,P,2	60.14	0.0
942	x_B,N,P,R,W,P,4	1.86	0.0
946	x_B,N,P,R,W,M,3	213.4	0.0
947	x_B,N,P,R,W,M,4	6.6	0.0
951	x_B,N,P,R,W,L,3	719.74	0.0
952	x_B,N,P,R,W,L,4	22.26	0.0
953	x_B,N,P,R,C,P,0	69.84	0.0
957	x_B,N,P,R,C,P,4	2.16	0.0
961	x_B,N,P,R,C,M,3	313.31	0.0
962	x_B,N,P,R,C,M,4	9.69	0.0
966	x_B,N,P,R,C,L,3	1208.62	0.0
967	x_B,N,P,R,C,L,4	37.38	0.0
968	x_B,N,P,R,A,L,0	114.46	0.0
972	x_B,N,P,R,A,L,4	3.54	0.0
973	x_B,N,S,H,W,S,0	208.55	0.0
977	x_B,N,S,H,W,S,4	6.45	0.0
981	x_B,N,S,H,W,P,3	109.61	0.0
982	x_B,N,S,H,W,P,4	3.39	0.0
986	x_B,N,S,H,W,M,3	199.82	0.0
987	x_B,N,S,H,W,M,4	6.18	0.0
991	x_B,N,S,H,W,L,3	944.78	0.0
992	x_B,N,S,H,W,L,4	29.22	0.0
996	x_B,N,S,H,C,S,3	105.73	0.0
997	x_B,N,S,H,C,S,4	3.27	0.0
1001	x_B,N,S,H,C,P,3	63.05	0.0
1002	x_B,N,S,H,C,P,4	1.95	0.0
1006	x_B,N,S,H,C,M,3	284.21	0.0
1007	x_B,N,S,H,C,M,4	8.79	0.0
1011	x_B,N,S,H,C,L,3	1568.49	0.0
1012	x_B,N,S,H,C,L,4	48.51	0.0
1013	x_B,N,S,H,I,L,0	55.29	0.0
1017	x_B,N,S,H,I,L,4	1.71	0.0
1018	x_B,N,S,H,L,L,0	98.8	0.0
1022	x_B,N,S,H,L,L,4	5.2	0.0
1026	x_B,N,S,R,P,L,3	625.65	0.0
1027	x_B,N,S,R,P,L,4	19.35	0.0
1028	x_B,N,S,R,D,S,0	64.02	0.0
1032	x_B,N,S,R,D,S,4	1.98	0.0
1036	x_B,N,S,R,D,M,3	204.67	0.0
1037	x_B,N,S,R,D,M,4	6.33	0.0
1038	x_B,N,S,R,D,L,0	480.15	0.0
1042	x_B,N,S,R,D,L,4	14.85	0.0
1043	x_B,N,S,R,W,S,0	528.65	0.0
1047	x_B,N,S,R,W,S,4	16.35	0.0
1051	x_B,N,S,R,W,P,3	637.29	0.0
1052	x_B,N,S,R,W,P,4	19.71	0.0
1055	x_B,N,S,R,W,M,2	776.97	0.0
1057	x_B,N,S,R,W,M,4	24.03	0.0
1058	x_B,N,S,R,W,L,0	4880.07	0.0
1062	x_B,N,S,R,W,L,4	150.93	0.0
1064	x_B,N,S,R,C,S,1	177.51	0.0
1067	x_B,N,S,R,C,S,4	5.49	0.0
1071	x_B,N,S,R,C,P,3	439.41	0.0
1072	x_B,N,S,R,C,P,4	13.59	0.0
1075	x_B,N,S,R,C,M,2	1791.59	0.0
1077	x_B,N,S,R,C,M,4	55.41	0.0
1080	x_B,N,S,R,C,L,2	8615.54	0.0
1082	x_B,N,S,R,C,L,4	266.46	0.0
1084	x_B,N,S,R,L,L,1	83.6	0.0
1087	x_B,N,S,R,L,L,4	4.4	0.0
1089	x_U,R,N,L,C,L,1	145.5	0.0
1092	x_U,R,N,L,C,L,4	4.5	0.0
1094	x_U,R,N,H,W,L,1	101.85	0.0
1097	x_U,R,N,H,W,L,4	3.15	0.0
1099	x_U,R,N,H,C,L,1	185.27	0.0
1102	x_U,R,N,H,C,L,4	5.73	0.0
1104	x_U,R,N,C,W,L,1	108.64	0.0
1107	x_U,R,N,C,W,L,4	3.36	0.0
1109	x_U,R,N,C,C,L,1	108.64	0.0
1112	x_U,R,N,C,C,L,4	3.36	0.0
1114	x_U,R,N,R,C,L,1	212.43	0.0
1117	x_U,R,N,R,C,L,4	6.57	0.0
1119	x_U,R,O,H,C,L,1	49.47	0.0
1122	x_U,R,O,H,C,L,4	1.53	0.0
1124	x_U,R,O,R,C,L,1	99.91	0.0
1127	x_U,R,O,R,C,L,4	3.09	0.0
1129	x_U,R,P,H,W,L,1	110.58	0.0
1132	x_U,R,P,H,W,L,4	3.42	0.0
1134	x_U,R,P,H,C,L,1	304.58	0.0
1137	x_U,R,P,H,C,L,4	9.42	0.0
1139	x_U,R,P,R,W,S,1	56.26	0.0
1142	x_U,R,P,R,W,S,4	1.74	0.0
1144	x_U,R,P,R,W,P,1	57.23	0.0
1147	x_U,R,P,R,W,P,4	1.77	0.0
1149	x_U,R,P,R,W,L,1	391.88	0.0
1152	x_U,R,P,R,W,L,4	12.12	0.0
1154	x_U,R,P,R,C,M,1	72.75	0.0
1157	x_U,R,P,R,C,M,4	2.25	0.0
1159	x_U,R,P,R,C,L,1	934.11	0.0
1162	x_U,R,P,R,C,L,4	28.89	0.0
1164	x_U,N,N,H,W,S,1	53.35	0.0
1167	x_U,N,N,H,W,S,4	1.65	0.0
1169	x_U,N,N,H,W,L,1	73.72	0.0
1172	x_U,N,N,H,W,L,4	2.28	0.0
1174	x_U,N,N,H,C,L,1	149.38	0.0
1177	x_U,N,N,H,C,L,4	4.62	0.0
1179	x_U,N,N,R,W,L,1	113.49	0.0
1182	x_U,N,N,R,W,L,4	3.51	0.0
1184	x_U,N,N,R,C,L,1	238.62	0.0
1187	x_U,N,N,R,C,L,4	7.38	0.0
1189	x_U,N,O,H,W,L,1	345.32	0.0
1192	x_U,N,O,H,W,L,4	10.68	0.0
1194	x_U,N,O,H,C,L,1	805.1	0.0
1197	x_U,N,O,H,C,L,4	24.9	0.0
1198	x_U,N,O,R,W,L,0	287.12	0.0
1202	x_U,N,O,R,W,L,4	8.88	0.0
1204	x_U,N,O,R,C,M,1	78.57	0.0
1207	x_U,N,O,R,C,M,4	2.43	0.0
1209	x_U,N,O,R,C,L,1	924.41	0.0
1212	x_U,N,O,R,C,L,4	28.59	0.0
1214	x_U,N,P,H,W,L,1	260.93	0.0
1217	x_U,N,P,H,W,L,4	8.07	0.0
1219	x_U,N,P,H,C,L,1	492.76	0.0
1222	x_U,N,P,H,C,L,4	15.24	0.0
1224	x_U,N,P,H,A,L,1	62.08	0.0
1227	x_U,N,P,H,A,L,4	1.92	0.0
1229	x_U,N,P,R,W,L,1	491.79	0.0
1232	x_U,N,P,R,W,L,4	15.21	0.0
1234	x_U,N,P,R,C,S,1	54.32	0.0
1237	x_U,N,P,R,C,S,4	1.68	0.0
1239	x_U,N,P,R,C,M,1	59.17	0.0
1242	x_U,N,P,R,C,M,4	1.83	0.0
1244	x_U,N,P,R,C,L,1	977.76	0.0
1247	x_U,N,P,R,C,L,4	30.24	0.0
1250	x_U,N,P,R,A,L,2	100.88	0.0
1252	x_U,N,P,R,A,L,4	3.12	0.0
1256	x_U,N,S,H,W,S,3	1131.02	0.0
1257	x_U,N,S,H,W,S,4	34.98	0.0
1260	x_U,N,S,H,W,P,2	148.41	0.0
1262	x_U,N,S,H,W,P,4	4.59	0.0
1266	x_U,N,S,H,W,M,3	224.07	0.0
1267	x_U,N,S,H,W,M,4	6.93	0.0
1271	x_U,N,S,H,W,L,3	2133.03	0.0
1272	x_U,N,S,H,W,L,4	65.97	0.0
1275	x_U,N,S,H,C,S,2	468.51	0.0
1277	x_U,N,S,H,C,S,4	14.49	0.0
1278	x_U,N,S,H,C,P,0	174.6	0.0
1282	x_U,N,S,H,C,P,4	5.4	0.0
1283	x_U,N,S,H,C,M,0	314.28	0.0
1287	x_U,N,S,H,C,M,4	9.72	0.0
1288	x_U,N,S,H,C,L,0	4155.48	0.0
1292	x_U,N,S,H,C,L,4	128.52	0.0
1293	x_U,N,S,H,A,S,0	182.36	0.0
1297	x_U,N,S,H,A,S,4	5.64	0.0
1298	x_U,N,S,H,A,L,0	125.13	0.0
1302	x_U,N,S,H,A,L,4	3.87	0.0
1303	x_U,N,S,H,L,L,0	139.65	0.0
1307	x_U,N,S,H,L,L,4	7.35	0.0
1311	x_U,N,S,R,P,L,3	75.66	0.0
1312	x_U,N,S,R,P,L,4	2.34	0.0
1316	x_U,N,S,R,D,M,3	57.23	0.0
1317	x_U,N,S,R,D,M,4	1.77	0.0
1320	x_U,N,S,R,D,L,2	96.03	0.0
1322	x_U,N,S,R,D,L,4	2.97	0.0
1325	x_U,N,S,R,W,S,2	930.23	0.0
1327	x_U,N,S,R,W,S,4	28.77	0.0
1330	x_U,N,S,R,W,P,2	161.99	0.0
