query_id	query_description	query_type	query_multiplier	lowerbound	lowerbound_perunit_penalty	upperbound	upperbound_perunit_penalty	parameter_index	static_identifiers	dynamic_identifiers	original_dynamic_identifiers	query_value	
12	total acre period 2	FREE	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 L H C R;4 P D W C I A L N;5 S P M L N;6 NG_E PB_E GS_E EA_E NG_R PB_R GS_R EA_R;7 2	NoIdentifier	NoIdentifier	83391.9499999999	
13	total acre period 3	FREE	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 L H C R;4 P D W C I A L N;5 S P M L N;6 NG_E PB_E GS_E EA_E NG_R PB_R GS_R EA_R;7 3	NoIdentifier	NoIdentifier	83391.94999999985	
14	total acre period 4	FREE	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 L H C R;4 P D W C I A L N;5 S P M L N;6 NG_E PB_E GS_E EA_E NG_R PB_R GS_R EA_R;7 4	NoIdentifier	NoIdentifier	83391.94999999981	
15	total acre period 5	FREE	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 L H C R;4 P D W C I A L N;5 S P M L N;6 NG_E PB_E GS_E EA_E NG_R PB_R GS_R EA_R;7 5	NoIdentifier	NoIdentifier	83391.94999999984	
16	total cares p3 dom_group1 size 12 	FREE	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 L H C R;4 P D W C I A L N;5 S P M L N;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 3	99 201.00 221.00 265.00;100 12	99 201.00 221.00 265.00 266.00 267.00 268.00 270.00 281.00 304.00 321.00;100 12 13 20 30	0.0	
17	total cares p3 dom_group1 size 13	FREE	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 L H C R;4 P D W C I A L N;5 S P M L N;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 3	99 201.00 221.00 265.00;100 13	99 201.00 221.00 265.00 266.00 267.00 268.00 270.00 281.00 304.00 321.00;100 12 13 20 30	0.0	
18	total cares p3 dom_group1 size 20	FREE	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 L H C R;4 P D W C I A L N;5 S P M L N;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 3	99 201.00 221.00 265.00;100 20	99 201.00 221.00 265.00 266.00 267.00 268.00 270.00 281.00 304.00 321.00;100 12 13 20 30	0.0	
19	total cares p3 dom_group1 size 30	FREE	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 L H C R;4 P D W C I A L N;5 S P M L N;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 3	99 201.00 221.00 265.00;100 30	99 201.00 221.00 265.00 266.00 267.00 268.00 270.00 281.00 304.00 321.00;100 12 13 20 30	0.0	
20	total cares p3 dom_group2 size 12	FREE	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 L H C R;4 P D W C I A L N;5 S P M L N;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 3	99 266.00 267.00 268.00 270.00;100 12	99 201.00 221.00 265.00 266.00 267.00 268.00 270.00 281.00 304.00 321.00;100 12 13 20 30	0.0	
21	total cares p3 dom_group2 size 13	FREE	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 L H C R;4 P D W C I A L N;5 S P M L N;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 3	99 266.00 267.00 268.00 270.00;100 13	99 201.00 221.00 265.00 266.00 267.00 268.00 270.00 281.00 304.00 321.00;100 12 13 20 30	0.0	
22	total cares p3 dom_group2 size 20	FREE	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 L H C R;4 P D W C I A L N;5 S P M L N;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 3	99 266.00 267.00 268.00 270.00;100 20	99 201.00 221.00 265.00 266.00 267.00 268.00 270.00 281.00 304.00 321.00;100 12 13 20 30	0.0	
23	total cares p3 dom_group2 size 30	FREE	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 L H C R;4 P D W C I A L N;5 S P M L N;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 3	99 266.00 267.00 268.00 270.00;100 30	99 201.00 221.00 265.00 266.00 267.00 268.00 270.00 281.00 304.00 321.00;100 12 13 20 30	0.0	
24	total cares p3 dom_group3 size 12	FREE	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 L H C R;4 P D W C I A L N;5 S P M L N;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 3	99 281.00 304.00 321.00;100 12	99 201.00 221.00 265.00 266.00 267.00 268.00 270.00 281.00 304.00 321.00;100 12 13 20 30	0.0	
25	total cares p3 dom_group3 size 13	FREE	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 L H C R;4 P D W C I A L N;5 S P M L N;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 3	99 281.00 304.00 321.00;100 13	99 201.00 221.00 265.00 266.00 267.00 268.00 270.00 281.00 304.00 321.00;100 12 13 20 30	0.0	
26	total cares p3 dom_group3 size 20	FREE	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 L H C R;4 P D W C I A L N;5 S P M L N;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 3	99 281.00 304.00 321.00;100 20	99 201.00 221.00 265.00 266.00 267.00 268.00 270.00 281.00 304.00 321.00;100 12 13 20 30	0.0	
27	total cares p3 dom_group3 size 30	FREE	1.0	null	null	null	null	NoParameter	0 B U S K R C;1 R N;2 N O P S;3 L H C R;4 P D W C I A L N;5 S P M L N;6 NG_E PB_E GS_E EA_E MS_E BS_E NG_R PB_R GS_R EA_R;7 3	99 281.00 304.00 321.00;100 30	99 201.00 221.00 265.00 266.00 267.00 268.00 270.00 281.00 304.00 321.00;100 12 13 20 30	0.0	
